stageNum,timestamp,id
4,2018-10-27T18:33:21.646216,372fab52-5cb3-4e1a-837c-f050980c55db
4,2018-10-27T18:33:23.794538,4ae350ec-cf03-491a-bc77-4dd73f92ce0a
4,2018-10-27T18:33:24.959991,e5d73a83-5241-42a7-a1e4-18c85d29d002
4,2018-10-27T18:33:26.892150,6fa1b08b-43cc-437f-b1e6-a7de9d233f50
4,2018-10-27T18:33:27.963625,f059718a-bfc2-4366-be79-2a190336bd57
4,2018-10-27T18:33:29.245379,bf519f03-db08-444c-b78a-34321a65c171
4,2018-10-27T18:33:31.681856,d96df487-b81c-4d80-98f4-0f35f3ebd8c1
4,2018-10-27T18:33:33.254038,c106ac26-d368-4acd-842a-2354f9dbe865
4,2018-10-27T18:33:36.071163,6422389e-d6bd-4517-9e8c-7cb4a39849f9
4,2018-10-27T18:33:37.377952,0e95e237-6449-48e0-abd8-f5bcc61ff724
4,2018-10-27T18:33:39.873409,8bb162f9-2bee-4122-b48d-9c85f00e2f54
4,2018-10-27T18:33:41.942780,79ed78df-8fce-46e5-8921-168538c00b0a
4,2018-10-27T18:33:44.599374,8ed81f0f-ea83-4efc-942b-ee0e471cc0cd
4,2018-10-27T18:33:45.842632,ec3e87f7-c9a9-4ded-9765-3426aa2c9080
4,2018-10-27T18:33:48.115294,6889460b-4183-40d5-a677-bc4ec3fa3c5c
4,2018-10-27T18:33:49.185652,48d5e86f-b8d1-4ffd-892e-f8e14d767e68
4,2018-10-27T18:33:51.247123,8d82b1fd-44b5-45b0-a5de-3d89067c811b
4,2018-10-27T18:33:53.082213,cc60483b-e6cb-47a6-8804-1540ef17df09
4,2018-10-27T18:33:55.387595,f6098ae0-3fd4-4b59-bfd4-cc4c12ede872
4,2018-10-27T18:33:57.452499,075c1d7b-8d51-4559-88db-f6ac175aac77
4,2018-10-27T18:33:59.811808,3d8ba10f-3cd4-4c38-82b6-8971d2d93e42
4,2018-10-27T18:34:02.620823,3c807782-3da2-463f-b73b-c32978069fe0
4,2018-10-27T18:34:05.309155,477b4e58-6a63-4aa3-abf7-67544ab9999b
4,2018-10-27T18:34:07.685024,7e2005df-6766-4b10-9d3e-c7710e79f5bc
4,2018-10-27T18:34:09.523298,24f3ba9d-7e9a-4493-8ee8-c9730ef002a3
4,2018-10-27T18:34:12.457399,8c1f1572-e10c-42c7-b0ca-d35707b7cadc
4,2018-10-27T18:34:15.406695,fe949721-1887-49f2-9a55-82109620e5c4
4,2018-10-27T18:34:17.811013,82ccae54-8c07-44c8-91ea-ddde40c7b761
4,2018-10-27T18:34:20.365468,8190ef5f-2f72-4249-8cc4-36287a7859b8
4,2018-10-27T18:34:23.140613,0a272571-b4e9-4c08-8c02-ab3a7b05595e
4,2018-10-27T18:34:24.668212,0d15a012-4109-467a-bd14-0f455f579787
4,2018-10-27T18:34:27.182445,e7dfbf14-dfcb-4e1f-a1d9-ec5851e20a12
4,2018-10-27T18:34:29.786292,f7d9a64b-d3e0-49e7-a2d8-9d683b2d6f34
4,2018-10-27T18:34:31.356939,e89f7af4-55ff-4cd6-b048-b59d5441e90f
4,2018-10-27T18:34:33.276957,3e34edcd-aebc-4904-970a-d3ff0641469f
4,2018-10-27T18:34:34.470794,f266e203-3ec5-4ae7-8ecc-144361a95ccb
4,2018-10-27T18:34:36.011530,f3cbf978-4bd9-4895-bb35-9fee95d1ec22
4,2018-10-27T18:34:38.256888,71509f2e-4495-4f52-8613-7f5f07ca032f
4,2018-10-27T18:34:39.985990,998a1866-70c3-4e57-9aef-040a402501c6
4,2018-10-27T18:34:41.206045,ecfd2e2f-0c21-41f2-acef-dd06201ccf3c
4,2018-10-27T18:34:43.355417,d80f2dac-b0e1-4bc5-9b49-b42277fc8af3
4,2018-10-27T18:34:44.565119,12fd02d0-53aa-44b4-b475-a273273e455e
4,2018-10-27T18:34:46.550271,edcdad79-5adf-48f6-a154-db71f2afa559
4,2018-10-27T18:34:47.596028,f4ddd204-0c38-4f35-af77-ef3498f39a0c
4,2018-10-27T18:34:48.977603,f57f3986-d900-48ed-ae63-783fbba9b5c6
4,2018-10-27T18:34:51.586827,864ca187-4dc2-4d11-ac5f-0accd543e71d
4,2018-10-27T18:34:53.636693,97fc43ab-d234-4f9a-9cad-82169e0459fb
4,2018-10-27T18:34:55.646818,6ea48427-5b7d-4d92-bc5c-d5334fdc8047
4,2018-10-27T18:34:56.653194,eee6130e-f578-4ef1-98c9-c8c32818dc5e
4,2018-10-27T18:34:58.471144,a7055b48-fa1c-4a21-80b8-393f39d82fb3
4,2018-10-27T18:35:00.396490,8bdb072b-4115-408e-b8bb-2cb9935b5b77
4,2018-10-27T18:35:03.008719,e4a3cfcb-a802-4d10-b8a0-827fe455f1d9
4,2018-10-27T18:35:05.034714,df372526-abe3-4b32-88ef-12fd33f3cce7
4,2018-10-27T18:35:07.831798,8a624bf4-b0d1-4238-acff-980f1d710076
4,2018-10-27T18:35:09.172486,568bc997-3836-4137-bcf2-4fe084e961c6
4,2018-10-27T18:35:11.639088,e410a3cd-7445-466c-a286-a041a697e7ef
4,2018-10-27T18:35:13.543719,e083f85a-ad54-48df-bd57-35d7696ea45e
4,2018-10-27T18:35:15.179150,aaf99377-cff5-4225-a24e-c9dcae5ec133
4,2018-10-27T18:35:17.038989,74de5072-bd40-4acf-ae4a-5e3813ffa1dd
4,2018-10-27T18:35:18.888877,ada6d7f4-726d-4341-bbf6-37dd2b3bb4dc
4,2018-10-27T18:35:20.000609,d131bab6-bd9f-4486-ba76-be37ceb92764
4,2018-10-27T18:35:22.860804,0bbb6b7d-98d7-4057-acb0-8449b0ed99b3
4,2018-10-27T18:35:25.708368,8e68249e-7135-463b-8752-64f596bf6429
4,2018-10-27T18:35:28.048000,b40138b3-c1ef-4094-abd7-6ccc47978c5f
4,2018-10-27T18:35:31.044569,c02dd641-bee0-4908-80a6-977a42d5509a
4,2018-10-27T18:35:32.231874,10b49f60-a856-4415-8327-030b8af61f8a
4,2018-10-27T18:35:34.950984,b3165a76-e6d7-47b0-924f-16259ae7d575
4,2018-10-27T18:35:36.311937,43b2d8df-9d96-477a-b9ed-40290ae45fa2
4,2018-10-27T18:35:39.126237,e99fd621-542e-4b8b-ba05-3e1cb19177e5
4,2018-10-27T18:35:42.009025,347c43e4-943d-46b3-b1fc-152387122f01
4,2018-10-27T18:35:43.608611,a632e3ca-2a19-41b3-b51b-f267a898bb63
4,2018-10-27T18:35:45.750565,4fcf743f-e7e0-4ba0-9d25-cfa6daac5855
4,2018-10-27T18:35:48.064966,8634db80-ebfd-4940-8b08-6b98289ccca7
4,2018-10-27T18:35:49.295947,eac4fcaf-1e0f-4abd-8402-99ab769968e5
4,2018-10-27T18:35:51.374564,ed26c553-a8d4-4709-85be-3c40ca6325d9
4,2018-10-27T18:35:53.565403,a66d0ced-a340-4042-aeb0-541e5300877d
4,2018-10-27T18:35:55.108486,85029157-a6a4-41e5-832a-1ad43e90f55f
4,2018-10-27T18:35:56.571569,04e312d7-ea81-4ec3-a0a3-703a63947906
4,2018-10-27T18:35:59.112262,d38d4a0d-99eb-4ed3-9916-a0b59be5364b
4,2018-10-27T18:36:00.332171,7ac7aba1-da90-4bec-8808-7153eb7cf0f5
4,2018-10-27T18:36:01.986615,e1689613-3fc6-4e68-ae8e-d749dab0dece
4,2018-10-27T18:36:04.602346,35ad7afd-2d46-4020-b46c-a597a0352c5a
4,2018-10-27T18:36:07.176380,b5d4c412-25d3-42c8-9901-009e5242f620
4,2018-10-27T18:36:08.450940,f59dfbb6-d4f1-4936-b97b-047c274ba257
4,2018-10-27T18:36:09.452842,93cd323c-baf6-4e12-8069-5f2cdaba551b
4,2018-10-27T18:36:11.005599,0717d39a-26f5-4eda-81cf-7a94dcda1067
4,2018-10-27T18:36:12.633439,e3176837-3d09-41fa-b501-42d5185c8ec5
4,2018-10-27T18:36:14.067942,b41bc2ad-8282-4043-9819-10aa42bced43
4,2018-10-27T18:36:16.418247,d9959f5d-a4f2-43c2-bc44-e7771dad7857
4,2018-10-27T18:36:17.868588,f684c00a-2ff4-46bb-bb35-0d2aca9773de
4,2018-10-27T18:36:20.360030,cc22d290-aab8-4c1f-a69d-988a90aa7a1f
4,2018-10-27T18:36:22.302504,dce6c019-c8a9-4b9f-86eb-86084be9d4f0
4,2018-10-27T18:36:23.882928,45a97c43-3a76-4ad2-83e1-fec92da031ee
4,2018-10-27T18:36:26.318656,5db068cd-3bb1-4801-9801-063c8308352b
4,2018-10-27T18:36:28.168883,0192c777-1dc7-42a3-85f4-a0aa4722e829
4,2018-10-27T18:36:31.061455,0dce7e24-a2cd-4929-9190-ba73c003752e
4,2018-10-27T18:36:33.461040,1aa1c8a2-d4bc-443d-9df9-4be7557d2c6b
4,2018-10-27T18:36:35.302022,3e395bdb-3056-4c98-a493-d9907d657759
4,2018-10-27T18:36:36.966045,20437c1c-6079-4dec-a775-ed98c845e6ee
4,2018-10-27T18:36:38.957088,b71f852b-1b43-4fb5-8d37-9f8bdf66e98f
4,2018-10-27T18:36:41.722342,d85a3b38-3e39-49e6-927d-020826cad829
4,2018-10-27T18:36:43.544958,8c657482-d442-4c27-9485-83e813278131
4,2018-10-27T18:36:45.772106,15eaf033-86f2-417b-a31f-2cc1f61268a6
4,2018-10-27T18:36:47.415887,fcdb370a-03f3-44c1-a8c4-ea7f040959ec
4,2018-10-27T18:36:49.148019,9162ef9a-53bd-4708-9254-cda0f18b019a
4,2018-10-27T18:36:50.938158,21d92758-d4bb-452c-a342-c70385590be2
4,2018-10-27T18:36:53.373367,19187562-ad7b-4c5f-abfb-9514bcc844b5
4,2018-10-27T18:36:54.688913,18b738ce-a6ce-45fb-9ea1-1d2847d54929
4,2018-10-27T18:36:56.448048,ee5307d6-55b0-4e37-9c70-f10c8050200e
4,2018-10-27T18:36:58.462635,991b82c7-9240-4b13-9875-4d44de748d55
4,2018-10-27T18:37:00.466377,256f35e5-9022-4653-b5d8-d5ded7f679d6
4,2018-10-27T18:37:03.007377,c83cd231-c8c6-4fc1-98eb-a7cda0358496
4,2018-10-27T18:37:05.184060,751b05a6-69ee-4ae6-9639-479aca67c540
4,2018-10-27T18:37:06.273305,d6fc58e4-fae9-4f25-8d9a-0206347b3b7a
4,2018-10-27T18:37:08.125757,dc58f28d-4b90-4197-8104-f16f6a09af06
4,2018-10-27T18:37:10.465804,25c26a97-391e-4196-b063-d643b24898b7
4,2018-10-27T18:37:12.261757,d47d13c8-7a52-416a-b71f-0b68202b5d89
4,2018-10-27T18:37:14.018695,d0484845-75be-40c8-b8b6-08c7186a5434
4,2018-10-27T18:37:15.243374,efd8aa41-9d15-4194-9165-1cc3503e7dfd
4,2018-10-27T18:37:17.223402,270a567c-dd90-4c14-8eb5-e028af093b4c
4,2018-10-27T18:37:19.409642,0974b26f-557a-404f-9566-7f80204cb49a
4,2018-10-27T18:37:20.625470,4a402423-80ec-4ac6-8f2f-f14105b92901
4,2018-10-27T18:37:22.957858,057c92a2-a89c-4f4f-82e4-438ec75879a6
4,2018-10-27T18:37:24.344500,48d4a4f9-038e-4e34-abf5-f62414fb6bb3
4,2018-10-27T18:37:26.007118,68271612-4422-4fa6-bd54-6784f7b62366
4,2018-10-27T18:37:28.747333,0a437407-3e8e-44e0-9d34-c6cf10da65bb
4,2018-10-27T18:37:31.418138,62661980-caa4-4c72-8506-c45bf7bc656b
4,2018-10-27T18:37:33.321274,be06b165-480f-4540-ad71-10944142c20b
4,2018-10-27T18:37:36.082791,47b14e3d-acc9-49f3-9d4d-fbd0918759db
4,2018-10-27T18:37:38.375748,f4c59c4a-52b7-4486-b3ee-f9caa7a2b649
4,2018-10-27T18:37:40.994152,224ce9c1-54be-418e-8066-b0fc203ee183
4,2018-10-27T18:37:43.698956,c2c88aa7-657a-4b3c-b8ca-b6bb844a6ab3
4,2018-10-27T18:37:45.971008,d6657502-0c7e-4ca8-a21d-e485e12c3081
4,2018-10-27T18:37:48.678448,bc24039b-4388-424c-979e-067891dbafc7
4,2018-10-27T18:37:50.349870,2446d59c-a2b0-4c0b-b12f-1550772e47fb
4,2018-10-27T18:37:51.771113,368db8af-812b-4831-920c-c7b00d6d4252
4,2018-10-27T18:37:53.108033,97d61c5e-4959-4759-ae88-d9a7e1ceca48
4,2018-10-27T18:37:55.191121,43d22743-c825-4f0c-b297-34faaedd9fcf
4,2018-10-27T18:37:56.820227,dc255f21-6539-4481-aeb9-ef4d052525c0
4,2018-10-27T18:37:59.195698,6fe88b04-d0c0-4868-9e81-b85ddf9a0a98
4,2018-10-27T18:38:01.017476,e3435d7c-7095-4664-a950-6ef67b100924
4,2018-10-27T18:38:03.292148,9cd08eac-87c4-4143-bdf6-a01ef717cf1e
4,2018-10-27T18:38:05.022944,fa2fb03d-336f-4330-9acd-8e631b9666bc
